id_client,type_client,secteur_activite,taille_entreprise,statut_juridique,annee_creation,anciennete_relation_ifc,score_risque_pays,diversification_geographique,exposure_externe,pays_implantation,region,ville,zone_urbaine_rurale,indice_developpement_local,accessibilite_infrastructure,risque_climatique_local,risque_securitaire,dynamisme_economique_local,distance_centre_economique,exposition_risque_naturel,distance_hub_logistique,indice_conflit_local,chiffre_affaires,croissance_ca,stabilite_revenus,diversification_revenus,ratio_revenus_ifs,marge_brute,marge_operationnelle,ebitda,resultat_net,roe,roa,marge_net_operating,total_actifs,total_passifs,ratio_endettement,ratio_autonomie_financiere,levier_financier,ratio_liquidite_generale,ratio_liquidite_immediate,fonds_roulement,BFR,tresorerie_nette,liquidite_immediate_ajustee,encours_dette,service_dette,DSCR,capacite_endettement,maturite_dette,montant_moyen_transaction,frequence_transactions,revenus_recurrents,charges_recurrentes,solde_moyen,volatilite_solde,incidents_paiement,retards_paiement,nb_incidents,duree_relation_banque,utilisation_decouvert,taux_transactions_digitales,score_maturite_digitale,adoption_mobile_banking,score_innovation,risque_sectoriel,cyclicite_secteur,concurrence_marche,exposition_choc_eco,type_intervention_ifc,exposition_ifc,part_ifc_dans_financement,categorie_esg_ifc,impact_environnemental,gestion_risques_env,plan_reduction_carbone,impact_social,respect_normes_travail,inclusion_genre,taux_femmes_cadres,politique_sante_securite,qualite_management,transparence_financiere,structure_conseil,risque_corruption,code_ethique,score_gouvernance_ifc,stabilite_pays,croissance_pays,inflation,taux_change_risque,volatilite_devise,croissance_local,probabilite_defaut,perte_en_cas_defaut,exposition_defaut,score_credit,classe_risque
222,Secteur_public,Finance,TPE,Public,1982,14,0.4,4,0.2,South Africa,Nord,Brasilia,Rural,0.76,0.38,0.29,0.29,0.79,85,0.41,137,0.74,9257122,0.07,0.66,9,0.38,0.13,0.65,56318,343853,0.14,0.09,0.24,18283452,11628582,0.24,0.85,4.15,2.94,1.09,410615,462139,545139,113420,2907697,339509,0.93,0.45,1,302,88,75900,91203,210172,0.48,1,1,0,13,0.36,0.9,0.08,0.44,0.23,0.4,0.28,0.19,0.3,Equity,1176090,0.53,C,0.39,0.21,0,0.07,0.08,0.2,0.36,0.25,0.21,0.28,0.6,0.31,1,0.58,0.48,0.059,0.052,0.33,0.38,0.02,0.49,0.22,1461490,0.395,Faible
223,Entreprise,Infrastructure,Grande,SAS,2019,14,0.33,11,0.26,Egypt,Ouest,Sofia,Urbain,0.08,0.37,0.34,0.16,0.4,51,0.04,35,0.63,6233574,0.12,0.81,4,0.49,0.17,0.14,1887735,19055,0.24,-0.03,0.26,10990269,7948968,2.37,0.76,0.53,0.55,1.5,330800,-6115,599365,230844,3728338,219908,1.51,1.0,1,5406,35,84298,11129,154763,0.39,1,0,1,8,0.26,0.91,0.69,0.85,0.77,0.47,0.31,0.26,0.25,Equity,3220780,0.46,A,0.19,0.23,0,0.09,0.47,0.35,0.13,0.31,0.21,0.16,0.26,0.23,0,0.35,0.28,-0.0,0.045,0.35,0.29,0.03,0.13,0.87,3482665,0.456,Moyen
224,Entreprise,Finance,TPE,SARL,1989,4,0.36,4,0.3,Colombia,Ouest,Dhaka,Urbain,0.75,0.81,0.26,0.36,0.78,85,0.14,153,0.44,2526017,0.36,0.07,8,0.4,0.28,0.16,1534114,946024,-0.14,-0.07,0.46,14498488,14570061,0.5,0.34,4.86,1.16,1.05,399634,-29593,803486,391614,2847305,194950,1.09,0.48,9,3909,80,49399,66228,405096,0.31,0,0,2,15,0.58,0.9,0.56,0.25,0.56,0.07,0.5,0.06,0.12,PPP,2541777,0.15,A,0.35,0.15,1,0.46,0.17,0.62,0.34,0.17,0.38,0.53,0.49,0.52,1,0.45,0.57,0.022,0.066,0.28,0.33,0.04,0.35,0.21,4726120,0.348,Faible
225,Fonds,Finance,TPE,SAS,2004,18,0.19,8,0.12,Colombia,Sud,Mexico City,Rural,0.36,0.29,0.18,0.58,0.36,17,0.46,167,0.47,1818366,0.24,0.09,4,0.39,0.34,0.34,737031,-38673,-0.05,0.05,0.65,14704638,8323212,1.04,0.06,2.57,1.95,1.19,-31952,461189,169454,295261,3745749,417143,2.96,0.67,6,8449,92,34068,58999,471035,0.48,0,0,3,11,0.16,0.6,0.51,0.26,0.35,0.24,0.65,0.07,0.21,Equity,1167183,0.14,C,0.05,0.39,0,0.35,0.63,0.2,0.51,0.22,0.33,0.26,0.25,0.17,1,0.24,0.21,0.045,0.085,0.17,0.62,0.04,0.33,0.65,2005106,0.512,Moyen
226,PPP,Tech,PME,Public,1987,19,0.21,1,0.06,India,Sud,Abuja,Urbain,0.47,0.41,0.26,0.45,0.49,87,0.21,158,0.36,149597,0.04,0.57,8,0.11,0.14,0.32,1022063,772236,0.18,0.07,0.43,6461561,7017392,2.51,0.67,2.32,1.91,0.36,49341,277339,267248,48685,1091366,297558,1.21,0.8,5,5511,24,76342,52188,77842,0.13,1,0,0,4,0.27,0.35,0.63,0.17,0.33,0.73,0.51,0.28,0.3,Equity,4404604,0.28,B,0.11,0.32,0,0.23,0.13,0.19,0.15,0.27,0.63,0.5,0.21,0.5,1,0.32,0.13,0.044,0.031,0.28,0.41,0.03,0.17,0.38,2570930,0.33499999999999996,Faible
227,Projet_SPV,Sante,PME,SARL,1990,13,0.37,9,0.07,Mexico,Nord,Bogota,Urbain,0.07,0.69,0.23,0.17,0.56,61,0.24,5,0.28,4798656,0.22,0.15,1,0.04,0.32,0.55,425177,802952,-0.11,0.0,0.39,11703802,3611573,2.11,0.83,4.85,0.97,1.95,450856,20798,753835,143607,2252669,404271,1.29,0.88,5,9157,32,75538,56655,102397,0.42,0,1,2,3,0.16,0.59,0.42,0.57,0.56,0.36,0.73,0.39,0.41,PPP,4864123,0.24,B,0.22,0.37,0,0.23,0.54,0.27,0.32,0.27,0.31,0.21,0.46,0.42,0,0.24,0.12,0.05,-0.007,0.19,0.47,0.03,0.35,0.67,432552,0.528,Moyen
228,Secteur_public,Infrastructure,PME,SARL,1984,16,0.61,14,0.19,Morocco,Est,Bucharest,Rural,0.25,0.38,0.43,0.21,0.6,91,0.52,156,0.26,272176,0.12,0.25,2,0.45,0.21,0.06,125418,460194,0.1,0.09,0.47,17005626,10427882,0.61,0.75,1.77,1.62,1.72,142404,57556,271449,257313,594039,496808,0.89,0.58,1,1798,19,62853,44758,474973,0.56,0,0,2,17,0.51,0.87,0.09,0.57,0.59,0.15,0.22,0.06,0.68,Pret,3708822,0.06,B,0.38,0.46,0,0.03,0.57,0.16,0.3,0.06,0.19,0.31,0.4,0.22,0,0.12,0.43,0.016,0.038,0.2,0.51,0.05,0.08,0.59,4941920,0.393,Faible
229,Institution_financiere,Finance,PME,SAS,2016,17,0.15,7,0.17,Peru,Ouest,Brasilia,Urbain,0.7,0.85,0.2,0.35,0.24,31,0.23,117,0.27,7691136,-0.07,0.53,3,0.09,0.21,0.15,1299494,362051,0.04,-0.05,0.14,10813373,12275087,2.97,0.85,2.04,0.55,0.6,487709,29520,-67543,4706,1606598,366422,2.57,0.76,1,8440,74,83888,52664,273256,0.46,0,3,1,19,0.25,0.5,0.91,0.64,0.81,0.11,0.29,0.26,0.35,Pret,2538139,0.18,A,0.35,0.24,1,0.17,0.05,0.43,0.04,0.17,0.09,0.08,0.16,0.35,0,0.55,0.25,0.034,0.045,0.25,0.14,0.02,0.26,0.39,4717711,0.33699999999999997,Faible
230,Projet_SPV,Infrastructure,Grande,SA,2017,2,0.37,12,0.3,Romania,Ouest,Yamoussoukro,Urbain,0.34,0.32,0.27,0.45,0.12,15,0.24,7,0.26,6944498,-0.07,0.75,2,0.43,0.34,0.24,1292615,168145,0.1,0.14,0.55,2967148,3380966,0.8,0.61,0.67,2.48,0.13,165611,-36502,833668,269150,388812,367123,2.94,0.85,5,570,74,96115,90068,26752,0.21,1,1,1,7,0.38,0.57,0.46,0.64,0.26,0.49,0.3,0.47,0.22,PPP,4832723,0.24,A,0.21,0.09,1,0.09,0.22,0.31,0.37,0.55,0.35,0.15,0.04,0.6,1,0.07,0.59,0.029,0.051,0.38,0.06,0.04,0.58,0.6,677478,0.6559999999999999,Moyen
231,PPP,Industrie,Grande,SAS,2008,1,0.13,2,0.06,Kazakhstan,Est,New Delhi,Rural,0.55,0.41,0.29,0.19,0.25,40,0.17,106,0.24,1637620,0.04,0.62,8,0.05,0.34,0.37,1794510,796077,0.28,0.02,0.12,16039811,1314167,0.85,0.83,4.43,0.83,1.04,350730,489153,-11230,428610,4634772,170923,1.55,0.15,2,7054,5,19875,75042,254202,0.67,1,1,2,10,0.32,0.13,0.43,0.99,0.36,0.38,0.32,0.14,0.17,Pret,1521472,0.52,A,0.25,0.23,0,0.26,0.13,0.74,0.06,0.23,0.35,0.13,0.18,0.2,1,0.31,0.32,-0.005,0.068,0.4,0.61,0.06,0.47,0.54,3834574,0.535,Moyen
232,Institution_financiere,Tech,Grande,Public,1984,0,0.52,11,0.38,South Africa,Nord,Bogota,Rural,0.4,0.69,0.11,0.06,0.55,65,0.32,120,0.22,229020,0.16,0.68,9,0.42,0.49,0.5,644612,75002,0.18,0.12,0.32,18522696,13461481,1.96,0.57,4.9,0.91,1.77,377851,432087,693189,357812,2567629,433498,2.73,0.25,6,3868,95,92110,41967,124131,0.93,1,0,1,16,0.24,0.32,0.92,0.66,0.9,0.11,0.17,0.08,0.27,Equity,4820687,0.3,FI,0.32,0.15,0,0.6,0.07,0.49,0.34,0.09,0.4,0.25,0.1,0.55,1,0.34,0.23,0.003,0.068,0.29,0.31,0.03,0.66,0.23,35185,0.531,Moyen
233,Fonds,Industrie,PME,Public,1988,9,0.43,12,0.23,Kenya,Sud,Cairo,Rural,0.72,0.77,0.27,0.25,0.11,20,0.41,170,0.18,9192027,0.06,0.75,9,0.03,0.54,0.26,1974595,989580,0.29,0.16,0.03,10588159,8808580,2.13,0.02,0.79,1.58,0.03,206098,448538,571312,478022,3125912,85799,2.68,0.02,8,7722,94,64013,32977,324060,0.67,1,0,3,12,0.39,0.76,0.35,0.47,0.67,0.25,0.09,0.17,0.15,Pret,544781,0.5,C,0.27,0.09,1,0.4,0.44,0.45,0.21,0.16,0.44,0.34,0.33,0.24,0,0.32,0.02,0.029,0.065,0.21,0.22,0.01,0.25,0.87,1526302,0.522,Moyen
234,Fonds,Infrastructure,PME,Public,1981,18,0.46,6,0.18,Benin,Nord,Sofia,Urbain,0.78,0.63,0.41,0.27,0.28,34,0.11,42,0.01,4938321,0.16,0.61,1,0.36,0.46,0.61,1072847,916747,-0.14,-0.03,0.24,11442986,1245122,1.75,0.24,4.75,2.59,1.13,279637,306563,147693,294035,1972843,370880,2.21,0.64,9,2952,92,51274,93447,244259,0.27,1,0,2,17,0.47,0.63,0.36,0.1,0.54,0.08,0.09,0.37,0.68,PPP,3413741,0.38,FI,0.15,0.4,0,0.27,0.34,0.13,0.11,0.55,0.25,0.38,0.49,0.22,0,0.34,0.46,0.042,0.024,0.21,0.21,0.02,0.37,0.54,4842638,0.479,Moyen
235,Entreprise,Agriculture,PME,Public,1980,16,0.12,8,0.07,Côte d’Ivoire,Est,Dhaka,Urbain,0.8,0.47,0.21,0.11,0.5,65,0.26,57,0.19,764432,0.14,0.61,9,0.46,0.31,0.25,390904,318849,0.03,0.06,0.02,9586951,4383810,0.49,0.52,0.04,1.53,0.04,29267,-16493,412332,324518,65676,209740,2.52,0.58,1,5997,65,93587,25096,205297,0.35,0,0,0,6,0.27,0.59,0.21,0.49,0.7,0.3,0.24,0.19,0.61,Pret,668222,0.22,FI,0.46,0.25,0,0.13,0.59,0.26,0.15,0.21,0.19,0.35,0.18,0.12,1,0.23,0.16,0.029,0.073,0.07,0.1,0.02,0.22,0.58,569467,0.438,Moyen
236,PPP,Infrastructure,Grande,Public,2019,11,0.58,11,0.4,Thailand,Ouest,Taskhkent,Rural,0.3,0.49,0.21,0.43,0.59,32,0.1,83,0.09,1344651,0.1,0.56,8,0.5,0.31,0.07,1470113,865731,-0.08,-0.06,0.32,3624051,4505126,0.23,0.13,3.68,1.72,0.04,392247,219780,980790,344247,1532841,408202,2.33,0.83,6,676,24,23783,96833,345571,0.32,0,0,1,2,0.19,0.74,0.58,0.87,0.1,0.13,0.13,0.09,0.04,PPP,1651579,0.45,B,0.01,0.17,0,0.14,0.3,0.22,0.11,0.75,0.25,0.22,0.16,0.11,1,0.39,0.37,0.04,0.048,0.62,0.14,0.02,0.17,0.49,4177006,0.354,Faible
237,Secteur_public,Sante,PME,SA,2009,0,0.06,5,0.03,Kazakhstan,Sud,Belgrade,Urbain,0.71,0.68,0.05,0.17,0.14,22,0.39,192,0.43,5126008,0.03,0.21,8,0.14,0.43,0.23,1075826,599,0.13,-0.09,0.37,1688950,2049027,2.8,0.62,3.24,0.6,0.86,-37866,117440,692612,399509,3569333,419840,2.2,0.47,4,1542,16,95075,52351,212183,0.2,0,0,0,9,0.56,0.46,0.1,0.25,0.35,0.36,0.23,0.34,0.27,Pret,451516,0.06,A,0.41,0.35,0,0.21,0.11,0.21,0.43,0.2,0.03,0.47,0.22,0.46,0,0.09,0.15,0.046,0.041,0.36,0.16,0.05,0.05,0.78,1486041,0.44100000000000006,Moyen
238,Institution_financiere,Finance,TPE,SARL,1990,11,0.12,6,0.18,South Africa,Est,Porto-Novo,Urbain,0.88,0.8,0.16,0.27,0.1,62,0.35,124,0.17,4762202,0.0,0.44,3,0.51,0.46,0.31,1763009,339047,-0.19,-0.09,0.17,7841985,2141624,1.04,0.04,0.31,1.6,1.59,335518,155073,534140,-48265,374480,88396,1.1,0.59,9,2003,32,78696,38488,155287,0.54,0,0,4,4,0.42,0.18,0.5,0.33,0.5,0.4,0.26,0.55,0.11,PPP,1883124,0.07,C,0.28,0.7,0,0.49,0.27,0.36,0.21,0.49,0.24,0.17,0.52,0.31,1,0.58,0.26,0.031,0.061,0.55,0.48,0.04,0.21,0.8,4320113,0.429,Moyen
239,Projet_SPV,Finance,TPE,SAS,2007,16,0.08,12,0.15,Philippines,Ouest,Bucharest,Urbain,0.26,0.48,0.49,0.28,0.11,93,0.61,63,0.19,269315,0.01,0.18,8,0.44,0.48,0.36,1133980,531188,0.25,0.19,0.15,2246869,2784116,2.55,0.42,0.2,2.8,0.05,293238,342829,560640,34460,4868121,270389,1.91,0.83,5,2299,45,46161,3445,22749,0.67,0,0,3,5,0.27,0.77,0.07,0.5,0.24,0.32,0.39,0.34,0.44,PPP,2749416,0.21,B,0.18,0.58,0,0.27,0.18,0.3,0.56,0.29,0.22,0.23,0.27,0.68,0,0.16,0.1,0.017,0.051,0.36,0.17,0.04,0.34,0.86,816165,0.5960000000000001,Moyen
240,PPP,Industrie,PME,SAS,1991,2,0.41,10,0.33,Serbia,Nord,Bangkok,Urbain,0.38,0.12,0.13,0.19,0.47,45,0.52,18,0.18,1788931,0.13,0.67,2,0.3,0.77,0.27,86609,940675,0.1,-0.09,0.25,15472423,7499917,0.52,0.72,0.29,0.64,1.03,256461,312562,838772,446347,1751373,303999,0.69,0.04,3,7922,7,42638,46070,408340,0.25,1,0,3,11,0.08,0.68,0.35,0.66,0.31,0.26,0.17,0.2,0.14,Pret,2171073,0.13,C,0.49,0.02,1,0.33,0.16,0.21,0.07,0.07,0.11,0.31,0.18,0.18,1,0.08,0.23,0.03,0.034,0.27,0.61,0.04,0.14,0.52,4105031,0.41000000000000003,Moyen
241,PPP,Tech,TPE,Public,2018,10,0.2,8,0.62,Kenya,Sud,Mexico City,Rural,0.47,0.22,0.28,0.53,0.18,11,0.21,117,0.3,5279418,0.06,0.56,2,0.47,0.08,0.11,1367731,296139,0.14,0.08,0.24,11793084,4003793,1.52,0.17,4.2,1.35,1.45,317978,209517,721553,289005,3406723,64689,2.02,0.11,5,5480,21,94448,26723,293102,0.36,1,3,1,4,0.43,0.83,0.57,0.78,0.49,0.44,0.53,0.39,0.06,Equity,2429613,0.45,B,0.3,0.4,1,0.34,0.22,0.27,0.27,0.47,0.18,0.22,0.12,0.52,0,0.15,0.17,-0.03,0.014,0.27,0.09,0.04,0.22,0.84,3174610,0.532,Moyen
242,Fonds,Agriculture,TPE,SAS,2005,16,0.26,13,0.48,Turkey,Ouest,Abuja,Rural,0.5,0.69,0.2,0.39,0.42,33,0.12,90,0.3,1009941,0.05,0.72,4,0.16,0.28,0.31,962725,252360,0.2,-0.08,0.48,19194520,8553235,2.63,0.58,2.7,1.92,0.53,20738,457308,600882,41400,364427,102507,2.15,0.3,4,7167,53,95361,69129,158073,0.29,0,2,4,15,0.44,0.05,0.57,0.9,0.49,0.11,0.21,0.37,0.56,Equity,413067,0.26,C,0.18,0.44,0,0.27,0.15,0.22,0.5,0.21,0.39,0.18,0.26,0.24,1,0.33,0.19,0.017,0.072,0.33,0.14,-0.0,0.37,0.28,2868969,0.403,Moyen
243,Entreprise,Education,Grande,Public,1992,2,0.25,6,0.25,Indonesia,Ouest,Bucharest,Urbain,0.31,0.56,0.11,0.12,0.62,38,0.22,173,0.1,4032998,-0.02,0.56,7,0.1,0.43,0.25,1717646,22565,0.17,0.11,0.24,11471794,2449913,1.15,0.5,3.92,2.47,1.13,352578,96942,354606,424697,1614921,387059,2.5,0.23,5,7325,78,69048,16947,261983,0.35,0,1,1,16,0.13,0.84,0.63,0.56,0.74,0.18,0.31,0.11,0.23,Pret,235339,0.25,A,0.56,0.56,1,0.29,0.39,0.25,0.15,0.44,0.17,0.59,0.27,0.06,1,0.47,0.21,0.059,0.03,0.27,0.18,0.05,0.17,0.23,873279,0.26,Faible
244,Entreprise,Finance,PME,SA,1987,7,0.13,12,0.05,Pakistan,Ouest,Pretoria,Urbain,0.47,0.37,0.04,0.22,0.44,65,0.5,20,0.12,6078089,0.16,0.47,4,0.43,0.53,0.34,689251,520341,0.14,0.05,0.33,16810687,10043856,0.05,0.74,4.08,2.54,1.77,399300,-32322,731977,442729,4470248,60487,1.77,0.17,1,1084,2,57489,64886,292514,0.44,1,0,4,1,0.38,0.21,0.68,0.61,0.46,0.28,0.22,0.65,0.49,Pret,1898648,0.59,A,0.32,0.52,1,0.32,0.38,0.27,0.27,0.4,0.15,0.32,0.1,0.18,1,0.47,0.11,0.003,0.002,0.29,0.36,0.03,0.19,0.42,4017397,0.327,Faible
245,Institution_financiere,Sante,PME,SA,2007,19,0.16,9,0.46,Ukraine,Ouest,Porto-Novo,Urbain,0.45,0.33,0.31,0.15,0.15,63,0.34,2,0.51,8467359,0.13,0.48,2,0.38,0.43,0.23,1200022,755085,0.27,-0.04,0.41,15354912,9840677,2.83,0.83,3.43,0.62,1.64,295540,110068,674295,404260,1793290,484540,0.9,0.03,2,740,39,58215,16237,168656,0.67,0,2,5,3,0.22,0.51,0.67,0.79,0.2,0.6,0.44,0.27,0.23,Equity,196242,0.12,C,0.52,0.22,1,0.52,0.29,0.57,0.54,0.71,0.19,0.28,0.14,0.46,1,0.28,0.32,0.063,0.049,0.15,0.3,0.04,0.17,0.85,3364464,0.484,Moyen
246,Fonds,Industrie,Grande,SARL,2009,3,0.35,12,0.09,Ukraine,Ouest,Manila,Rural,0.25,0.84,0.23,0.15,0.83,38,0.15,64,0.59,4434306,0.33,0.61,5,0.47,0.61,0.21,395675,787078,-0.08,0.08,0.26,11961826,13891616,1.91,0.43,4.75,2.77,1.31,398220,178825,842129,330361,4716035,176481,1.54,0.98,4,5878,9,91381,32314,200245,0.26,0,0,1,12,0.43,0.72,0.76,0.15,0.59,0.27,0.56,0.14,0.07,Pret,2067125,0.57,FI,0.56,0.2,0,0.26,0.6,0.54,0.07,0.18,0.58,0.36,0.05,0.2,1,0.61,0.19,0.062,0.081,0.31,0.4,0.03,0.18,0.3,350590,0.258,Faible
247,PPP,Industrie,TPE,SA,1988,6,0.35,9,0.41,Bangladesh,Nord,Dhaka,Rural,0.7,0.73,0.18,0.32,0.24,73,0.62,30,0.02,8806024,0.06,0.89,8,0.57,0.42,0.35,892766,59829,-0.15,0.0,0.32,16550361,2187788,0.65,0.99,0.17,1.72,0.47,150464,102031,428507,10733,691572,267582,2.91,0.67,4,4437,47,66088,89865,250673,0.31,1,0,0,2,0.07,0.28,0.2,0.48,0.41,0.28,0.27,0.2,0.38,Pret,1267799,0.14,B,0.28,0.09,1,0.15,0.49,0.11,0.08,0.43,0.17,0.03,0.27,0.29,0,0.07,0.45,0.023,0.087,0.08,0.17,-0.0,0.26,0.43,217899,0.445,Moyen
248,Secteur_public,Education,TPE,SA,2018,13,0.06,9,0.4,Kenya,Est,Brasilia,Rural,0.24,0.61,0.22,0.34,0.37,13,0.28,150,0.09,1101221,0.22,0.44,7,0.27,0.31,0.11,1083500,710869,0.12,-0.05,0.3,17388089,7803732,2.28,0.12,1.24,0.56,0.21,351022,216224,560726,26023,1691518,320034,2.67,0.67,7,725,65,84388,48259,414489,0.45,0,1,1,1,0.23,0.29,0.95,0.45,0.68,0.21,0.12,0.46,0.55,Pret,1865603,0.17,B,0.25,0.14,1,0.23,0.61,0.07,0.09,0.6,0.31,0.34,0.29,0.26,0,0.3,0.02,0.005,0.068,0.16,0.34,0.02,0.23,0.77,2736765,0.486,Moyen
249,Fonds,Sante,PME,SARL,2010,13,0.78,6,0.32,Ghana,Sud,Santiago,Rural,0.46,0.71,0.01,0.27,0.74,48,0.33,106,0.14,6498783,0.01,0.22,7,0.08,0.23,0.24,276991,751939,-0.17,0.12,0.2,16022694,8577062,0.73,0.92,2.27,1.76,0.28,4676,423639,584647,81039,3699580,114455,2.97,0.73,1,4884,31,57677,61062,28537,0.19,0,1,1,5,0.23,0.81,0.17,0.21,0.47,0.27,0.3,0.58,0.16,PPP,1322397,0.21,B,0.35,0.27,0,0.11,0.17,0.4,0.46,0.06,0.52,0.38,0.14,0.33,1,0.24,0.13,0.024,0.038,0.3,0.33,0.05,0.27,0.61,3297099,0.47000000000000003,Moyen
250,Institution_financiere,Tech,TPE,SAS,2000,3,0.67,12,0.15,Egypt,Nord,Beijing,Rural,0.4,0.61,0.28,0.37,0.54,24,0.46,119,0.54,4542043,-0.1,0.05,9,0.1,0.42,0.34,1149847,689442,0.08,0.01,0.16,17779091,14106025,0.22,0.48,3.9,2.68,1.99,471771,316765,476945,104284,3399886,389122,1.55,0.95,5,2789,99,59124,53615,219589,0.37,1,1,2,14,0.48,0.43,0.92,0.47,0.79,0.31,0.27,0.27,0.05,Pret,3533589,0.57,A,0.13,0.19,1,0.54,0.18,0.18,0.47,0.1,0.39,0.46,0.27,0.14,0,0.3,0.22,0.036,0.056,0.5,0.17,0.0,0.28,0.78,1315889,0.514,Moyen
251,Institution_financiere,Sante,Grande,Public,2013,15,0.11,12,0.18,India,Sud,Porto-Novo,Urbain,0.54,0.41,0.15,0.26,0.85,36,0.58,34,0.24,7561240,-0.03,0.47,5,0.15,0.4,0.55,1342630,26952,0.15,0.04,0.25,390522,393076,0.04,0.87,1.8,1.01,1.44,484709,305837,275289,280509,3661291,363687,2.51,0.47,6,3354,43,9374,92217,166639,0.71,1,0,2,13,0.59,0.85,0.45,0.3,0.25,0.17,0.7,0.13,0.45,PPP,1793731,0.16,C,0.05,0.32,0,0.07,0.23,0.23,0.54,0.28,0.08,0.3,0.11,0.16,1,0.11,0.29,0.041,0.045,0.4,0.09,0.05,0.2,0.69,118394,0.485,Moyen
252,Fonds,Tech,Grande,Public,2010,0,0.24,9,0.46,Vietnam,Ouest,Mexico City,Urbain,0.33,0.61,0.56,0.35,0.76,20,0.17,125,0.21,5677909,0.13,0.66,4,0.31,0.35,0.55,1172867,631231,0.14,-0.09,0.09,7334706,2173588,0.02,0.78,2.02,2.7,0.43,113196,-18086,681456,170305,3757240,71177,0.89,0.67,2,9239,69,38658,52961,298328,0.36,0,1,2,5,0.45,0.17,0.73,0.25,0.2,0.13,0.17,0.24,0.45,Equity,1680873,0.45,C,0.11,0.59,1,0.53,0.35,0.12,0.34,0.43,0.31,0.28,0.19,0.33,1,0.56,0.41,0.033,0.021,0.35,0.21,0.06,0.04,0.55,2925999,0.273,Faible
253,Institution_financiere,Sante,PME,SAS,2004,16,0.06,3,0.15,Philippines,Est,Kyiv,Rural,0.49,0.53,0.28,0.2,0.77,43,0.09,163,0.3,4899104,-0.08,0.19,9,0.16,0.21,0.18,1683868,179284,-0.03,0.07,0.37,15353945,6597693,0.32,0.51,3.44,1.9,1.18,350739,69321,942013,117231,1277276,310306,2.99,0.88,5,7480,81,53715,5398,483807,0.59,1,1,2,4,0.34,0.74,0.42,0.89,0.72,0.1,0.04,0.16,0.17,PPP,1634735,0.23,FI,0.27,0.29,1,0.34,0.15,0.38,0.26,0.39,0.04,0.25,0.16,0.33,1,0.28,0.41,0.038,0.049,0.57,0.5,0.04,0.18,0.57,1413740,0.405,Moyen
254,Fonds,Sante,Grande,SARL,1991,9,0.05,5,0.17,Brazil,Ouest,Bucharest,Rural,0.63,0.82,0.18,0.42,0.69,57,0.17,126,0.25,1315529,0.03,0.69,1,0.08,0.23,0.15,1837168,201071,0.14,0.05,0.24,17193739,12653571,1.34,0.6,1.61,0.95,0.04,277999,2054,-33184,120194,1903269,466097,2.8,0.46,9,7721,67,58254,85944,74593,0.37,1,0,1,5,0.14,0.3,0.31,0.3,0.29,0.12,0.43,0.48,0.22,Pret,3485531,0.41,B,0.64,0.43,1,0.23,0.21,0.32,0.32,0.44,0.15,0.27,0.18,0.74,1,0.16,0.12,0.056,0.058,0.25,0.24,0.05,0.3,0.3,1517806,0.40800000000000003,Moyen
255,Projet_SPV,Infrastructure,Grande,SAS,1980,15,0.52,2,0.07,Pakistan,Nord,Dakar,Urbain,0.55,0.7,0.13,0.3,0.48,65,0.05,197,0.35,5143111,0.08,0.49,6,0.42,0.19,0.51,479892,-17813,-0.03,0.12,0.36,17094330,14355928,2.91,0.28,4.8,1.76,1.66,148748,234057,582129,143960,3268208,246440,2.86,0.57,2,2929,55,82870,54356,72930,0.49,0,2,1,3,0.1,0.28,0.13,0.86,0.64,0.12,0.04,0.1,0.26,Equity,754866,0.04,C,0.43,0.09,1,0.19,0.21,0.21,0.47,0.42,0.22,0.05,0.05,0.42,1,0.26,0.3,0.057,0.049,0.4,0.18,0.06,0.45,0.52,1024810,0.529,Moyen
256,Fonds,Industrie,PME,SA,2001,15,0.19,12,0.38,Kenya,Nord,Abuja,Rural,0.24,0.69,0.42,0.26,0.79,60,0.15,57,0.52,3838519,0.13,0.3,3,0.44,0.11,0.35,1041250,701848,0.2,0.04,0.3,14025412,1279325,1.52,0.58,1.72,1.47,1.6,471971,52492,-89850,58188,66242,156660,0.61,0.21,4,4855,67,22418,85520,332188,0.52,0,2,2,13,0.52,0.93,0.59,0.31,0.55,0.1,0.22,0.27,0.3,Equity,1621823,0.16,FI,0.34,0.48,0,0.28,0.36,0.62,0.1,0.48,0.08,0.21,0.28,0.03,0,0.23,0.17,0.015,0.076,0.25,0.1,0.01,0.43,0.62,4236039,0.555,Moyen
257,Fonds,Sante,Grande,SARL,2019,7,0.49,13,0.25,Bangladesh,Sud,Bangkok,Urbain,0.21,0.49,0.69,0.33,0.35,99,0.05,15,0.11,2808818,-0.05,0.39,6,0.56,0.26,0.11,1885718,655503,0.24,0.15,0.38,8963821,2944258,0.7,0.48,2.79,2.28,1.32,270373,270299,459588,389272,2856330,257955,1.55,0.56,6,5298,34,95855,73104,185354,0.13,1,0,3,16,0.18,0.57,0.7,0.38,0.56,0.07,0.2,0.14,0.13,Pret,2469716,0.76,A,0.25,0.27,1,0.33,0.21,0.18,0.17,0.2,0.31,0.22,0.42,0.31,0,0.12,0.2,0.042,0.065,0.45,0.18,0.03,0.52,0.65,1557192,0.631,Moyen
